DATE	KOSPI		KOSDAQ
2011/01	2091.61 	528.60 
2011/02	2002.87 	517.58 
2011/03	2002.67 	510.59 
2011/04	2153.13 	528.44 
2011/05	2121.87 	494.71 
2011/06	2074.64 	469.03 
2011/07	2150.06 	511.55 
2011/08	1869.41 	488.16 
2011/09	1790.95 	461.47 
2011/10	1825.88 	471.45 
2011/11	1858.80 	497.85 
2011/12	1863.23 	501.07 
2012/01	1891.01 	516.72 
